address,pred-POI,truth-POI,pred-building,truth-building,pred-unit,truth-unit,pred-floor,truth-floor,pred-room,truth-room
汇德大厦 (写字楼28楼),汇德大厦 (写字楼),汇德大厦,,,,,28楼,28楼,,
正中时代大厦a座 (23楼),正中时代大厦,正中时代大厦,a座,a座,,,23楼,23,,
春华四季园-9号楼 (9栋8单元9a),春华四季园,春华四季园,9栋,9栋,8单元,8单元,,9,a,a
茶理宜世(坂田店) (24号),茶理宜世(坂田店),茶理宜世(坂田店),,,,,,,24,
中海康城国际 (16-2-8a),中海康城国际,中海康城国际,16,16,2,2,8,8,a,8a
hbc汇隆中心-北塔美团外卖柜,hbc汇隆中心-北塔美团,hbc汇隆中心-北塔美团外卖柜,,,,,,,外卖柜,
南星河world二期-e座 (深圳市龙华区星河world二期e栋806),南星河world二期,南星河world二期,e座栋,e栋,,,8,8,806,806
星美电竞(坂田店) (星美电竞24号),星美电竞(坂田店) ,星美电竞(坂田店) (星美电竞24号),,,,,,,24,
安宏基天曜广场-a栋 (1栋a座25c01),安宏基天曜广场,安宏基天曜广场,1栋a座,1栋a座,,,25,25,c01,25c01
圆梦科技大厦 (413),圆梦科技大厦,圆梦科技大厦 ,,,,,4,4,413,413
日立中央空调旗舰店(炬日店) (日立中央空调),日立中央空调旗舰店(炬日店) (日),日立中央空调旗舰店(炬日店) ,,,,,,,,
特区建工五和大道南坪快速连接线工程项目部 (保安室),特区建工五和大道南坪快速连接线工程项目部 (保安室),特区建工五和大道南坪快速连接线工程项目部,,,,,,,,
德润荣君府 (4b36c),德润荣君府,德润荣君府,4b,4,,b,36,36,c,c
中航·阳光新苑-东门 (3c一单元4a、如小区不能进入请东门),中航·阳光新苑-东门,中航·阳光新苑-东门,3,3c,c一单元,一单元,4,4,a,a
星河world-g座 (星河world g1座3楼),星河world,星河world,座g1座,g1座,,,3楼,3楼,,
祥瑞华大厦 (a栋1214),祥瑞华大厦,祥瑞华大厦 ,a栋,a栋,,,12,12,1214,1214
深圳星河吉酒店，臻品之选 (雅南路8号(深圳星河吉酒店大堂)),深圳星河吉酒店，臻品之选 (雅南路8号(深圳星河吉酒店大堂)),深圳星河吉酒店，臻品之选 (雅南路8号),,,,,,,,
安鸿基天耀大厦停车场入口美团外卖柜,安鸿基天耀大厦停车场入口美团,安鸿基天耀大厦停车场入口美团外卖柜,,,,,,,外卖柜,
星河world-g座 (雅宝路1号星河worldg座6楼),雅宝路1号星河world,星河world (雅宝路1号),g座,g座,,,6楼,6楼,,
淘景商务大厦 (深圳市龙华新区民治街道创业花园177栋淘景大厦6楼6008室),深圳市龙华新区民治街道创业花园,淘景商务大厦 (深圳市龙华新区民治街道创业花园),177栋,177栋,,,6,6,6008室,6008
逸秀a46栋美团外卖柜,逸秀,逸秀,a46栋,a46栋,,,,,柜,外卖柜
红山6979 (11栋3楼318普里禧拉珠宝(耐克楼上三楼，电影院旁)),红山6979,红山6979,11栋,11栋,,,3楼,3,318,
佳兆业悦峰花园 (2a2603),佳兆业悦峰花园,佳兆业悦峰花园,2a,2,,a,26,26,2603,2603
恒盛·湖畔豪庭西区停车场(出入口) (恒盛湖畔豪庭西区4号1202),恒盛·湖畔豪庭西区停车场(出入口),恒盛湖畔豪庭西区4号,,,,,12,12,1202,1202
星河worldtowera (31楼瑞捷),星河worldtower,星河worldtower,a,a,,,31楼,31,,
十二橡树庄园2期 (1013a商铺(润莱阁)),十二橡树庄园2期,十二橡树庄园2期 ,,,,,10,10,1013a,1013a
南坑家私 (菜鸟驿站楼上704),南坑家私 (菜鸟驿站),南坑家私 ,,,,,7,7,704,704
融创智汇大厦c座美团外卖柜,融创智汇大厦美团外卖柜,融创智汇大厦,c座,c座,,,,,,
东浩艺术中心 (3c橡皮堂),东浩艺术中心,东浩艺术中心 ,,,,,3,3,c,c
网鱼网咖(红山店) (二楼52号机),网鱼网咖(红山店),网鱼网咖(红山店) ,,,,,二楼,2,52,52
华侨城北站壹号 (北站一号),华侨城北站壹号 ,华侨城北站壹号 (北站一号),,,,,,,,
华景乐园 (12楼1231(送上来直接挂门把上，发个消息就行)),华景乐园,华景乐园,,,,,12楼,12,1231,1231
快马鲜生总部 (2楼),快马鲜生总部,快马鲜生总部,,,,,2楼,2,,
温馨公寓(旺塘十四巷店) (旺塘),温馨公寓(旺塘十四巷店) (旺塘),温馨公寓(旺塘十四巷店),,,,,,,,
出走山野·甜点·茶饮·露营 (汉富智慧城a栋大堂),出走山野·甜点·茶饮·露营 (汉富智慧城),走山野·甜点·茶饮·露营 (汉富智慧城),a栋,a栋,,,,,,
鸿荣源·尚峻 (一期 2栋30楼3006),鸿荣源·尚峻,鸿荣源·尚峻 (一期),2栋,2栋,,,30,30,3006,3006
网鱼网咖(深圳龙华民乐店) (放前台就行了),网鱼网咖(深圳龙华民乐店),网鱼网咖(深圳龙华民乐店) (放前台就行了),,,,,,,,
宏扬公寓 (坂田街道扬马市场4栋宏扬公寓409),坂田街道扬马市场,宏扬公寓 (坂田街道扬马市场),栋,栋,,,4,4,409,409
凯腾大厦-西北1门 (南坑村环城南路5号 凯腾大厦406),凯腾大厦-西北1门 (南坑村环城南路5号 凯腾大厦),凯腾大厦-西北1门 (南坑村环城南路5号),,,,,4,4,406,406
龙胜恒博中心商业电梯旁美团外卖柜 (17楼),龙胜恒博中心商业电梯旁美团,龙胜恒博中心商业电梯旁美团 ,,,,,17楼,17楼,外卖柜,外卖柜
星河worldc座 (12楼),星河world,星河world,c座,c座,,,12,12楼,,
卓越皇后道 (3a24a),卓越皇后道,卓越皇后道 ,3,3,,,24,24,a,a
鑫海公寓 (b920),鑫海公寓,鑫海公寓,b,,,,9,,920,b920
安鸿基天耀大厦停车场入口美团外卖柜,安鸿基天耀大厦停车场入口美团,安鸿基天耀大厦停车场入口美团外卖柜,,,,,,,外卖柜,
1881mall (1楼里面blueee女装),1881mall,881mall,,,,,1楼,1,,
星河丹堤e区 (7栋1单元1002),星河丹堤e区,星河丹堤e区 ,7栋,7栋,1单元,1单元,10,10,1002,1002
南星河world二期-e座 (二楼201上城咖啡),南星河world二期,南星河world二期,e座,e座,,,,二楼,201,201
香林世纪华府 (香林世界华府6楼6-3),香林世纪华府,香林世纪华府 ,,,,,6,6,3,3
中航天逸 (龙华天虹商场负一楼指朴美甲(华润万家旁)),中航天逸 (龙华天虹商场),中航天逸,,,,,负一楼,负一楼,,
万科里城第五园四期-2号楼 (2栋1602),万科里城第五园四期,万科里城第五园四期,2号楼2栋,2栋,,,16,16,1602,1602
溪山美地 (溪山美地11栋a座4ef),山美,溪山美地,11栋a座,11栋a座,,,4,4,ef,ef
星河郡寓·深圳雅宝店 (11层1112室),星河郡寓·深圳雅宝店,星河郡寓·深圳雅宝店,,,,,11层,11,1112室,1112
创客工坊 (506杠2放门口微波炉),创客工坊,创客工坊 (506杠2放门口微波炉),,,,,5,,506杠,
圣莫丽斯a02-c,圣莫丽斯,圣莫丽斯,a0,a02,,,,,2c,c
光雅园八巷 (10号301(虎山路)),光雅园八巷,光雅园八巷,,10号,,,3,3,301,301
长坑四巷-17号楼 (四巷17栋1305 (按门铃送上来)),长坑四巷,长坑四巷,17栋,17号楼,,,13,13,1305,1305
明源居a座 (5楼508),明源居,明源居,a座,a座,,,5,5楼,508,508
星河world tower b (17楼),星河world tower,星河world tower,b,b,,,17,17楼,,
深圳细刻网络科技有限公司 (6栋3楼 妙言妙语旁边楼梯上),深圳细刻网络科技有限公司,深圳细刻网络科技有限公司,6栋,6栋,,,3楼,3,,
坂田医院六区社区健康服务中心 (六区社康 不要打电话放桌上谢谢),坂田医院六区社区健康服务中心,坂田医院六区社区健康服务中心 ,,,,,,,,
悦澜山花园 (1栋18a),悦澜山花园,悦澜山花园,1栋,1栋,,,18,18,a,18a
深圳市肿瘤医院-住院部 (13楼),深圳市肿瘤医院,深圳市肿瘤医院,住院部,住院部,,,13楼,13,,
深圳仁合医院-门诊部 (皮肤美容四楼),深圳仁合医院-门诊部,深圳仁合医院-门诊部 ,,,,,四楼,四楼,,
小森日禾料理小屋(红山6979店) (红山6979小森日禾),小森日禾料理小屋(红山6979店),小森日禾料理小屋(红山6979店) ,,,,,,,,
金成汽车服务 (中兴路58号802),金成汽车服务 (中兴路58号),金成汽车服务 (中兴路5号),,,,,,8,802,802
坂田国际中心 (14楼1402),坂田国际中心,坂田国际中心 ,,,,,14楼,14楼,1402,1402
和磡村 (五巷89号伟朋大厦206室),和磡村 (五巷89号伟朋大厦),和磡村 (五巷89号伟大厦),,,,,2,2,206室,206
深国际华南物流 (3号仓3204),深国际华南物流 (3号仓),深国际华南物流 (3号仓),,,,,32,,3204,3204
鹏润达环球服贸广场 (内一楼a区南7街102(the shop)),鹏润达环球服贸广场,鹏润达环球服贸广场,,,,,一楼,一楼,102,102
黑白键琴行(民丰路店) (黑白键琴行中心办),黑白键琴行(民丰路店) 办,黑白键琴行(民丰路店) (黑白键琴行中心办),,,,,,,,
简上村 (简上一区32栋，702),简上村简一,简上村 (简上一区),32栋,32栋,,,7,7,702,702
星光之约花园 (天蝎座403),星光之约花园蝎),星光之约花园 (天蝎座),,,,,4,4,403,403
星河丹堤 (f区4栋3单元601室),星河丹堤 (f区),星河丹堤,4栋,4栋,3单元,3单元,6,6,601室,601室
星河world-g座 (g1栋6楼),星河world,星河world,g1栋,g1栋,,,6楼,6,,
比亚迪技工学校 (东侧2号门，枫叶学校对面),比亚迪技工学校 ,比亚迪技工学校 (东侧2号门，枫叶学校对面),,,,,,,,
南坑社区服务中心 (深圳市龙岗区坂田街道南坑老村6巷5号601),深圳市龙岗区坂田街道南坑老村巷5号,南坑社区服务中心 (深圳市龙岗区坂田街道南坑老村巷5号),,,,,6,6,601,601
红山六九七九商业中心 (招商银行楼上，乐高对面苏菲国际艺术教育),红山六九七九商业中心,红山六九七九商业中心 (招商银行楼上，乐高对面苏菲国际艺术教育),,,,,,,,
中国农业银行(深圳龙岗支行) (2楼),中国农业银行(深圳龙岗支行),中国农业银行(深圳龙岗支行),,,,,2楼,2,,
星光之约花园 (天景西区32栋301),星光之约花园,星光之约花园,2栋,2栋,,,3,3,301,301
老川味江油肥肠川菜馆(龙岗店) (黑色玻璃门3楼307号),老川味江油肥肠川菜馆(龙岗店),老川味江油肥肠川菜馆(龙岗店) ,,,,,3楼,3,307号,307
五和新村 (五和新村五和路三巷7号603),五和新村五和路三巷7号,五和新村 (五和新村五和路三巷7号),,,,,6,6,603,603
龙潭路 (碧湖玫瑰园19栋c单元407),龙潭路 (碧湖玫瑰园),碧湖玫瑰园,19栋,19栋,c单元,c单元,4,4,407,407
龙飞小学 (龙飞小学),龙飞小学 (龙飞小学),龙飞小学 ,,,,,,,,
展润公寓2栋 (1410(即龙塘村新12栋，门口电动车充电棚)),展润公寓,展润公寓(龙塘村新),2栋,12栋,,,14,14,1410,1410
万科·金域华府 (1期1栋402),万科·金域华府,万科·金域华府(1期),1栋,1栋,,,4,4,402,402
中皓便利店 (旁边按电梯315，放电梯里),中皓便利店,中皓便利店,,,,,3,,315,315
美宜佳(朝阳店) (朝阳新村2栋1001),朝阳新村,美宜佳(朝阳店) (朝阳新村),2栋,2栋,,,10,10,1001,1001
华侨城北站壹号-公寓楼 (2907),华侨城北站壹号公寓楼,华侨城北站壹号-公寓楼,,,,,29,29,2907,2907
上油松荔苑山庄 (068号),上油松荔苑山庄,上油松荔苑山庄,,,,,,,68,068号
恒新楼 (7楼703),恒新楼,恒新楼,,,,,7楼,7,703,703
华业玫瑰四季 (一期1栋1座3单元23d),华业玫瑰四季一,华业玫瑰四季一期,1栋1座,1栋1座,3单元,3单元,23,23,d,d
星河world-f座 (20楼 有客(柚安米)),星河world,星河world,f座,f座,,,20,20楼,,
龙城大道尚寓公寓 (309),龙城大道尚寓公寓,龙城大道尚寓公寓 ,,,,,3,3,309,309
君御山居-2号楼 (龙岗区坂田街道三号路与杨美路交汇处君御山居 2 a栋2303房 ),龙岗区坂田街道三号路与杨美路交汇处君御山居,龙岗区坂田街道三号路与杨美路交汇处君御山居,2 a栋,a栋,,,23,23,2303房,2303房
万科·金域华府(新区大道) (2期3栋3205),万科·金域华府(新区大道),万科·金域华府(新区大道) (2期),3栋,3栋,,,32,32,3205,3205
四季花城-杜鹃苑 (d座202),四季花城-杜鹃苑,四季花城-杜鹃苑 ,d座,d座,,,2,2,202,202
龙悦居四期-4栋 (a座1011),龙悦居四期,龙悦居四期,4栋a座,a座,,,10,10,1011,1011
华南物流跨境电商大楼 (4楼405),华南物流跨境电商大楼,华南物流跨境电商大楼,,,,,4楼,4,405,405
星河world-d座 (廷西美容店),星河world(廷西美容店),星河world,d座,d座,,,,,,
里石排村社区 (6巷2号 502),里石排村社区 (6巷2号),里石排村社区(6巷2号),,,,,5,5,502,502
汇德大厦-1号楼 (汇德大厦办公楼2501),汇德大厦,汇德大厦-1号楼,1号楼,,,,25,25,2501,2501
深圳市肿瘤医院 (妇科二院区26床),深圳市肿瘤医院 (妇科二院区),深圳市肿瘤医院,26床,,,,,,,
康盛电子产业园 (b栋621-622),康盛电子产业园,康盛电子产业园 ,b栋,b栋,,,6,6,621-622,621-622
圣·莫丽斯 (c区11栋1单元12a),圣·莫丽斯c,圣·莫丽斯 (c区),11栋,11栋,1单元,1单元,12,12,a,a
窝趣网咖 (35栋窝趣轻社区505),窝趣网咖,窝趣网咖,栋,3栋,,,35,5,505,505
深圳市润步贸易有限公司-a3栋 (深圳市龙岗坂田五和大道南41号和磡工业区a3栋3楼),深圳市龙岗坂田五和大道南41号和磡工业区,深圳市龙岗坂田五和大道南41号和磡工业区,a栋,a3栋,,,3,3楼,,
华业玫瑰四季ⅰ期 (2栋一座一单元30b),华业玫瑰四季ⅰ期,华业玫瑰四季ⅰ期,2栋一座,2栋,一单元,一单元,30,30,b,b
中海锦城-3a栋 (6a),中海锦城,中海锦城,3a栋,3栋,,,6,6,,a
保利上城北区-10栋 (保利上城10栋1009),保利上城北区,保利上城北区,10栋,栋,,,10,10,1009,1009
华南物流园-9号仓库 (华南物流园9号仓3楼),华南物流园-9号仓库,华南物流园-9号仓库 ,,,,,3楼,3楼,,
星河world-g座 (g1栋3楼),星河world,星河world,g1栋,g座,,,3楼,3,,
星河worldb座 (深圳市龙岗区坂田街道雅宝路1号星河wordb栋908),星河world(深圳市龙岗区坂田街道雅宝路1号星河w,星河world,b栋,b座,,,9,9,908,908
湖广通创业大厦 (9楼908鸿谊公司),湖广通创业大厦,湖广通创业大厦,,,,,9楼,9,908,908
华侨城北站壹号 (38楼华宝新能),华侨城北站壹号,华侨城北站壹号,,,,,38楼,38,,
金茂府 (金茂府2栋a座3902),金茂府,金茂府 ,2栋a座,2栋a座,,,39,39,3902,3902
南坑村工业区-1号楼 (收件地址：广东深圳市龙岗区坂田街道南坑社区水库路2号1栋5楼),业广东深圳市龙岗区坂田街道南坑社区水库路2号,南坑村工业区,1栋,1栋,,,5楼,5楼,,
东佳网络超市 (杨美东6巷3-3号b座403房),东佳网络超市 (杨美东6巷3-3号),东佳网络超市 (杨美东6巷),b座,b座,,,4,4,403房,403
深圳市龙华民治街道天天汇车友汽车护理中心 ( 洗车对面    (得力文具店49栋)),深圳市龙华民治街道天天汇车友汽车护理中心 ( 洗车对面 ,深圳市龙华民治街道天天汇车友汽车护理中心,49栋,49栋,,,,,,
悦龙华府二期-6号楼 (6-2 1301),悦龙华府二期,悦龙华府二期-号楼 ,6号楼,6,2,2,13,13,1301,1301
儒骏大厦 (901),儒骏大厦,儒骏大厦 ,,,,,9,9,901,901
东龙新村一区-16号楼 (602),东龙新村一区,东龙新村一区,号楼,1号楼,,,16,6,602,602
鸿荣源尚峻 (2期3a803),鸿荣源尚峻,鸿荣源尚峻2期,3,3a,a,,8,8,803,803
帅大妈(新生店) (水岸新都一期1-46铺),帅大妈(新生店) (水岸新都一期),帅大妈(水岸新都),,1,,,,,1-46铺,46铺
万科星火online (深圳市龙岗区坂田街道五和南路2号星火online14栋c ),万科星火online深圳市龙岗区坂田街道五和南路2号星火),深圳市龙岗区坂田街道五和南路2号星火online,14栋,14栋,,,,,c,c
博士园毛发健康中心(中央原著店) (藏珑苑27号商铺),博士园毛发健康中心(中央原著店),博士园毛发健康中心(中央原著店),,,,,,,27号,
恒江大厦 (14楼),恒江大厦,恒江大厦,,,,,14楼,,,
茂和工业园 (茂和工业区新仓库1-7仓  二楼206),茂和工业区新仓库1-7仓,茂和工业区新仓库1-7仓,,,,,二楼2,2,206,206
万科·天誉 (公馆b座2单元1804),万科·天誉 (公馆),万科·天誉,b座,b座,2单元,2单元,18,18,1804,1804
优品文化创意园 (1栋102(拓普加)),优品文化创意园,优品文化创意园 ,栋,栋,,,1,1,102,102
公园大地 (18a1102),公园大地,公园大地,18,18a,a,,11,11,1102,1102
悦湖大厦 (12楼12b1),悦湖大厦,悦湖大厦,,,,,12楼,12,12b1,b1
创客工坊 (2楼209),创客工坊,创客工坊,,,,,2楼,2,209,209
华侨城创想大厦 (写字楼904),华侨城创想大厦 (写字楼),华侨城创想大厦,,,,,9,9,904,904
龙光玖钻4a美团外卖柜,龙光玖钻美团,龙光玖钻4a美团外卖柜,4a,,,,,,外卖柜,
龙光·玖钻南区-4d栋 (深圳市龙华新区民治街道龙光玖钻南期4d628房),龙光·玖钻南深圳市龙华新区民治街道龙光玖钻南期,深圳市龙华新区民治街道龙光玖钻南期,4d栋,4d栋,,,6,6,628房,628
深圳江南大厦美团外卖柜,深圳江南大厦美团外卖柜,深圳江南大厦美团,,,,,,,,外卖柜
华南实验学校附属·春华四季幼儿园 (春华四季幼儿园),华南实验学校附属·春华四季幼儿园 (幼儿园),华南实验学校附属·春华四季幼儿园,,,,,,,,
伍号公寓 (五和社区光雅园路5号510(帮忙放门口)),伍号公寓 (五和社区光雅园路号)),五和社区光雅园路号,,,,,5,5,510,510
恒江大厦 (深圳市龙华新区民治办事处人民北路31号恒江大厦14楼),深圳市龙华新区民治办事处人民北路31号恒江大厦),恒江大厦 (深圳市龙华新区民治办事处人民北路31号恒江大厦),,,,,14楼,14,,
筑梦雅居青年社区(民乐店) ( 深圳市龙岗区民乐工业园内龙门公寓a栋302),筑梦雅居青年社区(民乐店)深圳市龙岗区民乐工业园内龙门公寓),筑梦雅居青年社区(民乐店),a栋,a栋,,,3,3,302,302
龙岸花园2期 (民治街道民新社区龙岸花园2期22栋b),民治街道民新社区龙岸花园2期,龙岸花园2期,22栋,22栋,,b,,,b,
合正中央原著 (藏珑苑94号铺丰瑞兴便利店),合正中央原著 (藏珑苑),合正中央原著 (藏珑苑铺丰瑞兴便利店),,,,,,,94号,94号
淘金地电子商务孵化基地 (b座707室),淘金地电子商务孵化基地,淘金地电子商务孵化基地 ,b座,b座,,,7,7,707室,707室
华业玫瑰四季 (1[UNK]4[UNK]26b),华业玫瑰四季,华业玫瑰四季,14,1,,4,26,26,b,b
星河world-g2栋 (外卖柜),星河world,星河world(),g2栋,g2栋,,,,,外卖柜,外卖柜
魅力宝典 (42-5),魅力宝典,魅力宝典 (42-5),4,,,,2,,25,
木屋烧烤(龙华上河坊店) (木屋烧烤),木屋烧烤(龙华上河坊店) (木屋烧烤),木屋烧烤(龙华上河坊店),,,,,,,,
塘水围2区 (10栋1003),塘水围2区,塘水围2区,10栋,栋,,,,10,1003,1003
和磡村八巷6-4-11号 (榕寓617),和磡村八巷64,和磡村八巷-4-11号,,,,,,6,1617,617
